State,Period,Depression_Score,Anxiety_Score,Mix_Score,deathIncrease,death,hospitalizedCurrently,positiveCasesIncrease,positiveCasesViral,totalTestsPeopleViralIncrease,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500
IA,3,18.6,19.0,23.8,11.0,346.3333333333333,386.6666666666667,4393.333333333333,97770.33333333333,4393.333333333333,9143450.0,35042580.0,155288202.0,40864164.0,40268328.0,17737486.0,21140712.0,21393398.0,8433968.0,3550326.0,1568002.0,269602.0,62216.0
KY,3,22.8,27.7,35.5,7.5,336.6666666666667,392.0,8299.833333333334,128693.83333333333,0.0,12583176.0,49974452.0,233315802.0,56249022.0,58533592.0,30107022.0,36538794.0,33532786.0,11558612.0,4403856.0,1948204.0,351496.0,92418.0
LA,3,26.5,27.9,34.2,33.333333333333336,2496.5,1061.0,8343.5,260637.66666666666,8343.5,11622536.0,53617156.0,234097078.0,59709974.0,59091664.0,29664396.0,36619726.0,31186276.0,10968860.0,4620586.0,1825286.0,315520.0,94790.0
ME,3,25.6,30.6,34.2,1.1666666666666667,70.33333333333333,38.666666666666664,0.0,33035.0,821.1666666666666,3922696.0,14814960.0,70187160.0,16190658.0,16966256.0,8826010.0,10957734.0,11392798.0,4084902.0,1337856.0,361720.0,35450.0,33776.0
MD,3,20.8,28.3,32.7,47.166666666666664,2057.0,1477.0,6615.166666666667,212078.5,6525.833333333333,18967872.0,65630180.0,295184836.0,83731188.0,70448712.0,33282738.0,43128704.0,43663516.0,15043108.0,4000416.0,1419098.0,335878.0,131478.0
MA,3,22.8,27.4,32.0,103.83333333333333,5729.333333333333,2653.3333333333335,14103.166666666666,582010.6666666666,12574.0,23604418.0,73025668.0,412991554.0,122249624.0,108626236.0,48668910.0,57020738.0,53672190.0,16905430.0,4480618.0,808084.0,225276.0,334448.0
MI,3,27.9,28.5,35.0,39.666666666666664,5375.5,1185.0,14646.833333333334,425699.0,0.0,31657676.0,108285134.0,461599684.0,123731396.0,112494036.0,54470582.0,68395600.0,67359218.0,23127360.0,7784120.0,3314044.0,643666.0,279662.0
MN,3,20.0,27.1,29.7,19.833333333333332,715.3333333333334,501.5,678.3333333333334,18079.666666666668,0.0,17011826.0,61544680.0,256478414.0,69254360.0,59671566.0,27811972.0,35229080.0,40587536.0,14846484.0,5728588.0,2822250.0,372296.0,154282.0
MS,3,36.4,36.1,44.3,14.833333333333334,514.3333333333334,596.8333333333334,2952.0,111213.0,0.0,6393534.0,35417886.0,133882552.0,31399546.0,33737554.0,16180202.0,20976168.0,19592292.0,7406652.0,2942356.0,1297314.0,304912.0,45556.0
MO,3,24.3,30.4,35.4,12.333333333333334,590.3333333333334,741.5,4112.0,145781.83333333334,5469.0,18132506.0,67637822.0,279402110.0,70582592.0,69139428.0,32359114.0,41285968.0,41791824.0,15364118.0,5352810.0,2841138.0,527860.0,157258.0
MT,3,21.1,25.7,29.7,0.0,16.0,3.5,849.6666666666666,26676.666666666668,0.0,3491032.0,11380212.0,49357815.0,14414820.0,13357581.0,5449948.0,6033095.0,5463881.0,2488853.0,1411852.0,611266.0,93223.0,33296.0
NV,3,26.9,29.0,36.9,5.833333333333333,373.8333333333333,435.6666666666667,3994.6666666666665,92498.16666666667,3913.3333333333335,10518070.0,31963418.0,127759990.0,39081378.0,30629304.0,14563678.0,19071380.0,17445392.0,3576454.0,1750302.0,1330806.0,233966.0,77330.0
NH,3,20.3,25.2,28.8,5.0,163.83333333333334,114.83333333333333,2107.0,47446.5,8245.666666666666,3737584.0,15252828.0,75438030.0,17896538.0,18155060.0,8970722.0,11521274.0,12375588.0,4964638.0,1286022.0,216680.0,24476.0,27032.0
NJ,3,26.9,34.4,39.3,151.33333333333334,11940.166666666666,3624.3333333333335,13122.0,483868.0,0.0,30716652.0,94002628.0,466659506.0,145442206.0,117878386.0,52075644.0,62812546.0,58683080.0,20201732.0,6593116.0,2220508.0,484480.0,267808.0
NM,3,28.4,29.6,37.4,7.5,260.8333333333333,211.33333333333334,4539.166666666667,130958.66666666667,0.0,6206528.0,23129464.0,114148866.0,31565676.0,30424108.0,13993722.0,15983440.0,12391626.0,5115504.0,2999626.0,1371992.0,263692.0,39480.0
NY,3,23.8,26.8,34.9,138.33333333333334,22523.833333333332,6145.833333333333,2030.6666666666667,348572.1666666667,0.0,78836970.0,194753956.0,1084691316.0,343766926.0,271842654.0,126302164.0,153050774.0,135233152.0,37008440.0,11762184.0,4251250.0,840464.0,633308.0
NC,3,22.6,28.4,32.2,15.666666666666666,653.1666666666666,511.5,10460.666666666666,203310.83333333334,0.0,27606690.0,117763990.0,502082666.0,116602768.0,124398122.0,63322836.0,80135124.0,77521010.0,25966226.0,8977590.0,4165922.0,778156.0,214912.0
ND,3,22.5,26.2,31.9,1.3333333333333333,35.0,33.333333333333336,2285.0,63281.0,1414.1666666666667,2155788.0,8485290.0,37211696.0,10607286.0,9820830.0,4542620.0,4531964.0,3839408.0,1947760.0,1287838.0,535370.0,79500.0,19120.0
OH,3,27.0,26.2,33.9,39.5,1621.1666666666667,917.0,10218.666666666666,253989.0,0.0,34627952.0,129024236.0,556829030.0,147101234.0,136867348.0,66767534.0,84147416.0,84262752.0,25396962.0,8231334.0,3066296.0,708052.0,280102.0
OK,3,25.7,25.2,29.8,2.6666666666666665,287.8333333333333,172.5,5067.166666666667,123920.33333333333,0.0,10550794.0,44652312.0,182143708.0,46155798.0,46252564.0,21593138.0,26786728.0,27184020.0,8870050.0,3541916.0,1466526.0,245610.0,47358.0
OR,3,22.7,24.2,31.7,1.0,137.66666666666666,151.16666666666666,3681.3333333333335,92768.5,3681.3333333333335,14956486.0,43713496.0,184111840.0,55476690.0,46551062.0,21153238.0,23634708.0,24651928.0,7912984.0,3160212.0,1165440.0,273842.0,131736.0
PA,3,19.8,25.8,30.0,113.5,4418.333333333333,1892.8333333333333,7805.166666666667,330346.0,7805.166666666667,40635246.0,138663594.0,616320034.0,174755748.0,152464772.0,72805026.0,91243754.0,84406166.0,25622254.0,9780958.0,4368510.0,616574.0,256272.0
RI,3,18.8,23.9,26.2,11.666666666666666,495.5,259.8333333333333,3351.6666666666665,120274.16666666667,1880.6666666666667,3137428.0,11664982.0,55703092.0,15843250.0,14866978.0,6625160.0,7922438.0,7489078.0,2378126.0,423334.0,99376.0,26724.0,28628.0
SD,3,22.7,22.3,27.8,1.1666666666666667,44.166666666666664,78.16666666666667,644.1666666666666,28229.333333333332,644.1666666666666,2457964.0,9893326.0,46133994.0,12589866.0,11789318.0,5365682.0,6081286.0,5761364.0,2611270.0,1262490.0,569704.0,79482.0,23532.0
TN,3,25.6,24.8,32.5,5.333333333333333,296.0,569.1666666666666,10366.5,321950.8333333333,10366.5,17100502.0,77679638.0,339255970.0,81205580.0,84850590.0,42470464.0,53064816.0,52069634.0,16572490.0,5631060.0,2536494.0,696164.0,158678.0
TX,3,24.9,28.8,34.8,35.166666666666664,1307.5,1658.3333333333333,23895.0,644338.0,0.0,73312272.0,328513558.0,1238332084.0,323242916.0,309084484.0,145175968.0,178802428.0,181260366.0,64536740.0,22771202.0,10650546.0,2178604.0,628830.0
UT,3,21.2,26.1,30.3,2.1666666666666665,79.66666666666667,154.5,3942.5,186035.66666666666,3217.8333333333335,9712426.0,34543044.0,168731790.0,47705692.0,42648894.0,20697420.0,23807606.0,20736440.0,7744676.0,2860276.0,2067908.0,373770.0,89108.0
VT,3,19.0,25.8,29.6,0.16666666666666666,53.5,19.166666666666668,651.6666666666666,25738.0,554.8333333333334,1867378.0,6900808.0,36342334.0,8875516.0,9389476.0,4824136.0,5145424.0,5474838.0,1960824.0,517584.0,121656.0,16124.0,16756.0
VA,3,25.4,26.8,32.2,19.0,999.6666666666666,1512.0,851.3333333333334,28504.333333333332,0.0,25412020.0,93835570.0,420729234.0,112384690.0,103446820.0,50620712.0,63114502.0,60546394.0,20133098.0,6839046.0,2899322.0,539118.0,205532.0
WA,3,23.2,28.9,33.0,6.666666666666667,992.1666666666666,262.3333333333333,4881.0,273177.3333333333,4881.0,25752162.0,79746112.0,322846780.0,96079600.0,79292572.0,35604818.0,44934660.0,44833950.0,14678220.0,4880018.0,1930728.0,343070.0,269144.0
WV,3,27.0,29.3,34.3,1.6666666666666667,64.66666666666667,52.333333333333336,2205.3333333333335,73472.5,0.0,5424742.0,19856906.0,88277378.0,21454696.0,22488030.0,11046084.0,13475366.0,12586128.0,4672558.0,1756824.0,673712.0,99394.0,24586.0
WI,3,20.3,23.4,28.0,7.666666666666667,451.8333333333333,368.3333333333333,6293.833333333333,147546.0,6293.833333333333,16941118.0,64448834.0,266190160.0,66242476.0,63206706.0,31097350.0,39514346.0,41208900.0,15720172.0,5883896.0,2746432.0,454632.0,115250.0
WY,3,20.7,24.1,28.0,0.5,7.833333333333333,8.0,478.6666666666667,16458.5,0.0,1771208.0,6317110.0,32341290.0,9576316.0,8777638.0,4090934.0,3205786.0,2733950.0,2153148.0,1201286.0,528608.0,55936.0,17688.0
AL,4,20.9,25.2,28.8,9.666666666666666,550.0,512.8333333333334,4884.833333333333,183509.33333333334,0.0,11089616.0,57340578.0,213045280.0,47035864.0,51909230.0,28249754.0,34838642.0,32896652.0,11266448.0,4331224.0,1945626.0,480694.0,91146.0
AK,4,26.8,31.6,36.4,0.0,10.0,12.666666666666666,1319.8333333333333,42714.166666666664,0.0,2739413.0,7573809.0,32593725.0,9761317.0,8840708.0,3989252.0,4440869.0,3281381.0,1443618.0,597191.0,160349.0,29447.0,49593.0
AZ,4,25.1,29.3,35.5,10.0,791.6666666666666,807.8333333333334,4216.0,181703.83333333334,4216.0,23101580.0,77301464.0,284532210.0,80578430.0,67201840.0,32453016.0,40014142.0,41728418.0,13610972.0,5028668.0,3149514.0,525544.0,241666.0
AR,4,23.8,28.6,33.8,2.0,114.66666666666667,88.33333333333333,2560.6666666666665,106199.16666666667,0.0,7065536.0,35128014.0,130922630.0,30535630.0,33636334.0,16560354.0,20410510.0,18392610.0,6709664.0,2986054.0,1354338.0,282374.0,54762.0
CA,4,26.9,30.4,36.2,63.0,3710.5,4474.833333333333,52712.666666666664,1554408.1666666667,0.0,134178840.0,419619790.0,1407329330.0,379691922.0,354405652.0,157402252.0,192325572.0,196524476.0,79427156.0,31271802.0,12458510.0,2674094.0,1147894.0
CO,4,25.5,28.8,33.5,18.833333333333332,1088.0,546.6666666666666,3570.8333333333335,148562.5,3570.8333333333335,18561486.0,61176410.0,302608864.0,85956244.0,74699046.0,34656276.0,42826904.0,42081372.0,13145832.0,5466608.0,2650478.0,701650.0,424454.0
CT,4,21.0,24.7,28.0,40.0,3683.0,730.1666666666666,5774.0,211394.33333333334,-31786.333333333332,10832310.0,39185000.0,174352216.0,46412252.0,46070218.0,21311568.0,24823968.0,24118118.0,7973586.0,2569948.0,599214.0,184466.0,288878.0
DE,4,22.7,24.2,31.1,5.0,428.8333333333333,211.33333333333334,1583.6666666666667,51290.333333333336,1583.6666666666667,2878180.0,10662214.0,45457396.0,11970456.0,11441260.0,5584036.0,7089440.0,6098890.0,2199864.0,795950.0,228518.0,27984.0,20998.0
DC,4,20.9,29.9,34.2,5.5,427.3333333333333,335.0,842.3333333333334,33941.75,5877.0,3299290.0,6535080.0,38375434.0,15114386.0,9189372.0,4861144.0,5166902.0,2967850.0,717324.0,180026.0,72632.0,44458.0,61340.0
GA,4,27.7,32.6,37.5,30.666666666666668,1812.5,875.0,10887.166666666666,372559.0,0.0,27834922.0,119437728.0,486114234.0,113822830.0,118041422.0,60392808.0,78683538.0,71776140.0,26136550.0,9370940.0,5736114.0,1664966.0,488926.0
ID,4,18.9,22.1,24.8,0.3333333333333333,78.33333333333333,20.333333333333332,470.5,40315.5,470.5,5182330.0,19376582.0,75958952.0,20078318.0,19675382.0,9135052.0,10753840.0,9636926.0,3715600.0,1748272.0,968096.0,181550.0,65916.0
IL,4,24.2,30.3,35.6,66.33333333333333,4795.833333333333,3834.1666666666665,24013.5,732613.1666666666,-107118.83333333333,40870724.0,137504396.0,629376504.0,180709194.0,155996798.0,72430354.0,87569230.0,85313038.0,30727766.0,9593474.0,5110100.0,1292078.0,634472.0
IN,4,24.8,30.5,35.2,23.333333333333332,1958.8333333333333,1134.8333333333333,5814.333333333333,287106.6666666667,5835.166666666667,18634374.0,75051918.0,339030854.0,87979158.0,85275814.0,41854692.0,50720706.0,47871264.0,16052648.0,5858466.0,2508558.0,604664.0,304884.0
IA,4,17.6,20.6,25.9,15.0,444.3333333333333,369.8333333333333,4050.0,126324.83333333333,4050.0,9010978.0,35175052.0,154906550.0,40552282.0,40227160.0,17996722.0,21039324.0,21201454.0,8279730.0,3567110.0,1642398.0,298910.0,101460.0
KY,4,23.2,30.8,34.7,4.166666666666667,387.6666666666667,479.6666666666667,2656.0,167576.33333333334,0.0,12226384.0,50331244.0,234649832.0,55816268.0,58653594.0,30664670.0,37060122.0,33839776.0,11320528.0,4518630.0,2132930.0,479670.0,163644.0
LA,4,31.1,36.0,41.4,15.5,2674.3333333333335,846.3333333333334,9176.0,319932.6666666667,9176.0,11736238.0,53503454.0,228550386.0,56620482.0,57567328.0,29269012.0,36274338.0,30614482.0,10834670.0,4837272.0,2038336.0,340144.0,154322.0
ME,4,18.5,24.5,27.8,1.0,76.66666666666667,52.333333333333336,0.0,37725.0,0.0,3869544.0,14868112.0,69031320.0,15846778.0,16596684.0,8805668.0,10889792.0,11015124.0,3927742.0,1442902.0,395254.0,49234.0,62142.0
MD,4,22.9,25.8,31.6,36.5,2323.0,1317.8333333333333,8076.166666666667,264576.8333333333,6526.166666666667,18827960.0,65770092.0,282969370.0,77987958.0,68393118.0,33261596.0,42262104.0,40683278.0,14041166.0,4039250.0,1597204.0,461172.0,242524.0
MA,4,20.3,25.5,29.5,67.83333333333333,6323.5,2227.5,10504.666666666666,673192.3333333334,9254.666666666666,23283444.0,73346642.0,406203608.0,119330298.0,107708714.0,48243566.0,56245434.0,51484880.0,16416720.0,4821476.0,1020360.0,270638.0,661522.0
MI,4,25.1,27.5,32.8,31.5,5629.0,970.1666666666666,14230.166666666666,530422.8333333334,0.0,30020362.0,109922448.0,480523918.0,132441296.0,116644258.0,56785404.0,70545366.0,67863922.0,22837018.0,8280958.0,3889724.0,734608.0,501364.0
MN,4,17.7,22.8,26.1,20.333333333333332,867.6666666666666,566.0,616.5,22945.666666666668,0.0,16949986.0,61606520.0,253176604.0,68980774.0,59001464.0,27435844.0,34544300.0,39014126.0,14308716.0,6009924.0,3233998.0,408258.0,239200.0
MS,4,27.7,31.9,37.8,13.666666666666666,617.3333333333334,570.6666666666666,4523.166666666667,137966.83333333334,0.0,6389420.0,35422000.0,130740428.0,30006718.0,32869922.0,15887314.0,20760196.0,19139884.0,7214822.0,3002938.0,1412048.0,371398.0,75188.0
MO,4,24.3,29.0,32.9,9.166666666666666,676.6666666666666,686.8333333333334,3611.0,173197.0,-311.8333333333333,17965056.0,67805272.0,278070920.0,69365998.0,68710224.0,32552460.0,41307028.0,41339766.0,15282902.0,5552994.0,3145862.0,584430.0,229256.0
MT,4,22.2,24.3,30.7,0.16666666666666666,16.166666666666668,2.8333333333333335,684.6666666666666,32655.0,0.0,3452388.0,11418343.0,48373392.0,13796115.0,13066041.0,5298963.0,5869331.0,5449645.0,2550167.0,1528308.0,664616.0,100974.0,49232.0
NV,4,27.1,35.6,40.7,3.1666666666666665,405.1666666666667,393.1666666666667,5861.166666666667,126577.83333333333,5358.0,10501166.0,31980322.0,123769680.0,36836170.0,29265544.0,14476384.0,18792940.0,17230864.0,3528216.0,1761588.0,1473692.0,270242.0,134040.0
NH,4,22.2,24.6,31.1,4.666666666666667,204.0,94.83333333333333,2065.6666666666665,63339.666666666664,2025.1666666666667,3639898.0,15350514.0,73959258.0,17638570.0,17867924.0,8916260.0,11421948.0,11698268.0,4649520.0,1432682.0,239354.0,36366.0,58366.0
NJ,4,22.9,26.2,31.1,78.33333333333333,12748.0,2927.6666666666665,17424.833333333332,590303.1666666666,0.0,30613602.0,94105678.0,449127218.0,138149634.0,114012380.0,51059380.0,61108394.0,55759340.0,18847666.0,6636620.0,2477980.0,532816.0,543008.0
NM,4,28.7,35.4,39.1,7.0,311.0,209.83333333333334,5550.333333333333,168626.16666666666,0.0,6175126.0,23160866.0,110493608.0,30077786.0,29038704.0,13375050.0,15424252.0,12611598.0,4969434.0,3062136.0,1545968.0,330354.0,58326.0
NY,4,23.7,30.6,34.4,98.0,23333.833333333332,4613.166666666667,1577.6666666666667,360442.1666666667,0.0,77858442.0,195732484.0,1050866972.0,324613676.0,262110028.0,125269466.0,152561714.0,130976068.0,36288286.0,12163554.0,4798228.0,934106.0,1151846.0
NC,4,22.1,27.5,32.3,10.666666666666666,740.8333333333334,595.0,12454.666666666666,326188.0,0.0,27647284.0,117723396.0,484197376.0,111165236.0,118696404.0,61424366.0,78838604.0,74313190.0,24522288.0,8896788.0,4775316.0,1140784.0,424400.0
ND,4,19.8,22.1,28.1,0.5,39.0,39.666666666666664,2140.1666666666665,79115.83333333333,1290.6666666666667,2172262.0,8468816.0,35460200.0,9972934.0,9359456.0,4301646.0,4347672.0,3679514.0,1810310.0,1280674.0,587948.0,91756.0,28290.0
OH,4,27.4,29.8,34.6,36.833333333333336,1937.0,883.6666666666666,8268.666666666666,317866.1666666667,0.0,33555168.0,130097020.0,570873532.0,150600258.0,141287334.0,70223516.0,86957596.0,83613204.0,24683424.0,8698428.0,3385300.0,897334.0,527138.0
OK,4,27.5,27.3,32.8,3.1666666666666665,310.6666666666667,182.6,2614.1666666666665,157676.16666666666,0.0,10673056.0,44530050.0,174590992.0,43329226.0,44000446.0,21003382.0,25685568.0,26157576.0,8640666.0,3739524.0,1691210.0,276008.0,67386.0
OR,4,24.2,32.1,35.3,0.6666666666666666,147.16666666666666,129.83333333333334,2233.5,110720.83333333333,2233.5,14687538.0,43982444.0,182611712.0,54845548.0,45802106.0,20787156.0,23665194.0,24016046.0,8068310.0,3589506.0,1329636.0,277638.0,230572.0
PA,4,25.9,28.0,33.9,88.0,5060.666666666667,1574.6666666666667,9485.666666666666,390363.6666666667,9485.666666666666,40228792.0,139070048.0,600044888.0,166653534.0,149234038.0,72101668.0,90506504.0,81200364.0,24402426.0,10035934.0,4759538.0,721088.0,429794.0
RI,4,21.4,30.6,33.8,16.0,597.0,239.16666666666666,2701.0,141749.16666666666,1454.3333333333333,3127968.0,11674442.0,54477590.0,15311976.0,14607428.0,6542240.0,7777752.0,7331652.0,2170754.0,531086.0,120086.0,38324.0,46292.0
SC,4,21.7,27.0,32.2,7.833333333333333,428.6666666666667,429.0,7176.0,162477.16666666666,-22510.5,12268026.0,58909752.0,243802700.0,56861954.0,61069498.0,30939036.0,39411196.0,37159312.0,11324084.0,4063970.0,2254496.0,540064.0,179090.0
SD,4,25.8,30.4,36.3,0.6666666666666666,49.666666666666664,92.33333333333333,1108.1666666666667,34066.5,1108.1666666666667,2400532.0,9950758.0,44701484.0,11738994.0,11388666.0,5193436.0,6022850.0,5629938.0,2597172.0,1343614.0,655978.0,95762.0,35074.0
TN,4,22.5,29.6,33.1,5.666666666666667,329.0,545.6666666666666,8248.5,380968.3333333333,8248.5,17123032.0,77657108.0,328613110.0,77019330.0,82068498.0,41219594.0,51931952.0,50895430.0,15816732.0,5629192.0,2873150.0,885034.0,274198.0
TX,4,28.8,32.6,37.7,19.5,1499.1666666666667,1593.8333333333333,16717.5,772110.1666666666,0.0,74061434.0,327764396.0,1198731956.0,306876970.0,300207568.0,141912274.0,174079092.0,175568152.0,61746932.0,23093978.0,11765018.0,2449488.0,1032484.0
UT,4,24.9,25.5,31.9,1.8333333333333333,96.33333333333333,148.33333333333334,3605.6666666666665,214155.0,2875.8333333333335,9532648.0,34722822.0,163664040.0,44543838.0,41624376.0,20161542.0,22923036.0,20459430.0,7707134.0,3261390.0,2387220.0,465412.0,130662.0
VT,4,19.4,23.3,28.8,0.0,54.0,20.0,1038.5,31829.5,894.1666666666666,1826796.0,6941390.0,35783882.0,8483470.0,9075922.0,4779204.0,5324620.0,5487330.0,1896354.0,532330.0,140888.0,25352.0,38412.0
VA,4,22.3,28.7,33.1,27.0,1168.1666666666667,1410.6666666666667,1032.1666666666667,34563.166666666664,0.0,25188036.0,94059554.0,407675722.0,107223720.0,99979026.0,50177290.0,61603084.0,57716544.0,19166608.0,7273636.0,3429144.0,692366.0,414304.0
WA,4,22.2,26.8,31.8,6.5,1052.8333333333333,282.1666666666667,3938.5,305619.1666666667,3938.5,25418834.0,80079440.0,316059646.0,92416482.0,77078876.0,35168946.0,44429768.0,44403072.0,14338066.0,5245952.0,2147574.0,366646.0,464264.0
WV,4,22.0,34.5,37.9,0.8333333333333334,71.83333333333333,37.666666666666664,1195.0,85257.33333333333,0.0,5271320.0,20010328.0,86776538.0,20338088.0,22049050.0,11142152.0,13721262.0,12345384.0,4535268.0,1765566.0,732442.0,108326.0,39000.0
WI,4,20.8,24.7,28.9,6.0,505.1666666666667,401.8333333333333,9269.166666666666,194935.0,9269.166666666666,16351774.0,65038178.0,272353874.0,68979902.0,65664120.0,32395788.0,40423546.0,40291144.0,14958566.0,6036830.0,2964036.0,470194.0,169748.0
WY,4,18.8,24.0,28.3,0.3333333333333333,12.0,10.333333333333334,441.8333333333333,19872.333333333332,0.0,1749862.0,6338456.0,31854776.0,9392992.0,8410812.0,3930684.0,3125932.0,2762110.0,2261174.0,1268182.0,610596.0,70442.0,21852.0
AL,5,28.4,31.6,37.5,11.666666666666666,623.5,563.6666666666666,4668.0,214984.83333333334,0.0,12309492.0,56120702.0,211478278.0,47896290.0,51730316.0,27805602.0,33874076.0,32285644.0,11175478.0,4242634.0,1990498.0,421554.0,56186.0
AK,5,24.4,26.1,31.6,0.0,10.0,12.0,1640.0,51865.333333333336,0.0,2878183.0,7436083.0,30056171.0,8985481.0,8140005.0,3869448.0,4046071.0,2991329.0,1304670.0,445124.0,112833.0,76803.0,84407.0
AZ,5,23.9,27.9,32.6,18.333333333333332,901.5,966.8333333333334,6927.833333333333,220147.16666666666,6927.833333333333,25766364.0,74636680.0,267163366.0,75397144.0,62018586.0,30102908.0,37890776.0,40275006.0,13243260.0,4547542.0,2833196.0,618290.0,236658.0
AR,5,28.9,35.3,39.0,2.1666666666666665,129.5,110.5,2956.1666666666665,126815.5,0.0,7620038.0,34573512.0,134214022.0,32543530.0,34374868.0,16473216.0,20243226.0,18983696.0,6927610.0,2976974.0,1399976.0,257784.0,33142.0
CA,5,26.9,33.8,38.6,67.0,4157.833333333333,4356.666666666667,55782.833333333336,1923942.3333333333,0.0,147128304.0,406670326.0,1298148978.0,346694192.0,320725208.0,144636850.0,177205640.0,185941658.0,77088698.0,30911264.0,11745282.0,2472416.0,727770.0
CO,5,23.9,29.4,33.6,15.5,1187.3333333333333,415.8333333333333,4984.0,180134.66666666666,4984.0,20001600.0,59736296.0,291145958.0,82859626.0,70288426.0,33247336.0,41901634.0,41409494.0,12795238.0,5463004.0,2267048.0,602988.0,311164.0
CT,5,25.4,26.7,35.1,28.166666666666668,3914.3333333333335,521.1666666666666,6467.166666666667,250298.5,44762.0,11911332.0,38105978.0,167983224.0,44728412.0,44154836.0,19921292.0,23614428.0,23550790.0,8292514.0,2747532.0,696964.0,138800.0,137656.0
DE,5,20.7,26.2,30.3,3.0,466.3333333333333,170.83333333333334,1440.1666666666667,60140.5,1440.1666666666667,3095992.0,10444402.0,47090376.0,12626320.0,11747628.0,5711326.0,7055232.0,6375130.0,2496868.0,839590.0,221354.0,11892.0,5036.0
DC,5,21.3,28.2,33.0,4.166666666666667,463.1666666666667,315.0,594.8333333333334,38114.166666666664,594.8333333333334,3475846.0,6358524.0,38238274.0,15648638.0,9194970.0,4797148.0,4814892.0,2731752.0,729706.0,170282.0,96534.0,26330.0,28022.0
